Month,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",European Union - 27 countries (from 2020),European Union - 28 countries (2013-2020),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Euro area - 19 countries  (from 2015),Euro area - 18 countries (2014),Belgium,Bulgaria,Czechia,Denmark,Germany (until 1990 former territory of the FRG),Estonia,Ireland,Greece,Spain,France,Croatia,Italy,Cyprus,Latvia,Lithuania,Luxembourg,Hungary,Malta,Netherlands,Austria,Poland,Portugal,Romania,Slovenia,Slovakia,Finland,Sweden,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",Iceland,Norway,Switzerland,United Kingdom,North Macedonia,Serbia,Turkey,United States
2014-05-01,100.16,100.18,100.16,100.11,100.11,100.11,99.59,101.03,99.8,100.0,99.0,100.36,100.2,101.73,101.54,100.21,100.66,100.7,102.74,100.28,101.00,100.37,100.19,99.97,100.28,99.44,101.0,99.98,100.83,101.70,100.53,100.00,99.38,100.13,99.79,97.9,101.10,100.0,100.36,98.8,92.26,101.58
2014-06-01,100.26,100.27,100.26,100.22,100.22,100.22,99.74,100.72,99.8,99.9,99.4,100.64,100.4,102.27,101.49,100.16,100.91,100.8,103.48,100.67,100.99,100.56,100.29,101.14,99.92,99.43,101.0,100.06,100.51,101.77,100.64,100.05,99.60,100.23,100.92,97.6,100.90,100.2,99.81,98.9,92.70,101.77
2014-07-01,99.74,99.72,99.74,99.57,99.57,99.56,98.43,101.35,100.0,99.7,99.6,100.47,100.3,101.23,99.93,99.78,101.04,98.7,103.19,100.43,100.50,99.57,100.45,101.09,100.26,98.77,100.8,99.44,100.49,100.75,100.49,99.91,99.35,99.73,101.26,98.4,101.00,99.9,99.82,98.8,93.17,101.66
2014-08-01,99.84,99.78,99.84,99.68,99.68,99.68,99.83,101.26,100.0,99.6,99.7,100.25,100.6,100.14,100.02,100.26,101.12,98.6,103.34,99.65,100.40,100.47,100.22,101.26,100.14,98.79,100.5,99.37,100.13,100.69,100.28,100.07,99.32,99.82,101.05,98.0,100.70,100.2,99.49,98.6,93.45,101.37
2014-09-01,100.15,100.13,100.15,100.12,100.12,100.12,99.46,100.58,99.8,99.9,99.7,100.14,100.4,101.72,101.04,99.89,100.88,100.4,102.69,100.02,100.85,100.45,99.87,100.26,100.12,99.69,100.4,99.89,100.24,100.98,100.34,100.70,99.56,100.14,99.45,98.6,101.20,100.3,99.54,99.2,93.48,101.40
2014-10-01,100.14,100.09,100.14,100.06,100.06,100.06,99.47,100.66,99.9,100.0,99.3,100.08,100.1,100.84,101.12,99.92,100.64,100.7,102.36,99.78,100.95,100.14,99.79,99.66,100.00,99.70,100.5,99.93,100.48,101.07,100.43,100.53,99.62,100.12,99.65,98.7,101.10,100.4,99.80,98.9,95.28,100.95
2014-11-01,99.93,99.90,99.93,99.88,99.88,99.88,99.31,100.14,99.6,99.8,99.3,99.17,99.8,100.12,100.88,99.75,99.99,100.5,100.73,99.55,100.88,99.76,99.40,97.45,99.27,99.84,100.3,99.57,100.28,100.95,100.26,100.38,99.54,99.92,98.53,98.8,100.80,100.1,99.78,98.8,95.36,100.12
2014-12-01,99.84,99.79,99.84,99.78,99.78,99.78,99.30,100.50,99.5,99.5,99.4,99.18,99.4,99.59,100.22,99.82,99.29,100.5,99.23,98.89,100.23,98.82,98.72,97.38,99.04,99.88,100.0,99.57,100.18,100.27,99.99,100.23,99.80,99.82,99.15,98.7,100.90,100.1,99.92,98.4,94.98,99.29
2015-01-01,98.57,98.46,98.57,98.24,98.24,98.24,97.20,99.80,99.5,98.9,98.1,98.78,98.7,98.42,98.04,98.70,98.77,98.0,98.31,98.94,98.96,97.69,98.56,96.29,97.82,98.48,99.7,98.09,100.46,99.08,99.87,99.49,98.71,98.57,98.02,98.5,100.28,99.3,99.41,98.1,96.12,98.57
2015-02-01,99.07,99.00,99.07,98.85,98.85,98.85,99.56,99.86,99.6,99.7,99.0,99.30,99.3,98.21,98.18,99.42,98.88,98.2,98.83,99.30,98.82,99.68,99.06,96.75,98.62,98.75,99.6,98.11,100.84,99.24,99.68,99.83,99.54,99.07,98.45,98.9,99.92,99.5,99.52,98.7,96.96,99.09
2015-03-01,99.97,100.01,99.97,100.00,100.00,100.00,99.82,100.19,99.8,100.2,99.7,99.95,100.0,100.07,100.15,100.17,99.72,100.3,99.51,100.09,99.63,100.11,99.70,97.64,99.88,100.15,99.9,100.01,101.30,100.10,99.87,100.20,99.66,99.96,99.58,99.2,100.39,99.7,99.93,99.4,98.13,99.81
2015-04-01,100.36,100.42,100.36,100.43,100.43,100.43,100.11,100.66,100.2,100.4,100.2,100.53,99.9,100.50,100.83,100.30,100.11,100.7,99.85,100.65,100.36,100.25,100.10,100.36,100.71,100.28,100.3,100.40,101.51,100.20,100.13,100.22,99.82,100.35,99.77,99.6,100.12,99.9,100.31,100.0,99.43,100.01
2015-05-01,100.62,100.70,100.62,100.71,100.71,100.71,100.43,100.70,100.5,100.4,100.6,100.89,100.4,100.28,101.27,100.56,100.68,100.9,100.97,101.46,100.95,100.80,100.81,101.26,100.97,100.45,100.4,100.93,102.17,100.87,100.44,100.11,100.26,100.61,100.13,99.8,100.20,100.1,100.76,100.1,99.92,100.61
2015-06-01,100.59,100.66,100.59,100.72,100.72,100.72,100.60,100.15,100.7,100.3,100.5,100.94,100.8,101.15,101.46,100.49,100.97,101.0,101.32,101.35,100.77,101.02,100.99,102.30,100.40,100.40,100.5,100.82,99.59,100.79,100.55,100.12,100.00,100.58,100.89,100.1,100.32,100.2,100.78,100.8,99.75,100.98
2015-07-01,100.12,100.14,100.12,100.11,100.11,100.11,99.27,100.34,100.5,100.2,100.9,100.61,100.5,99.96,99.90,100.00,100.81,99.1,100.70,100.27,100.27,99.74,100.97,102.33,101.07,99.89,100.4,100.15,99.07,100.07,100.27,99.82,100.13,100.12,101.76,99.9,100.13,100.0,100.09,100.0,99.77,100.90
2015-08-01,100.11,100.08,100.11,100.12,100.12,100.12,100.58,100.41,100.2,99.9,100.8,100.41,100.8,99.75,99.50,100.36,101.02,98.9,101.37,99.84,99.40,100.55,100.35,102.68,100.58,99.73,100.1,100.03,98.45,100.08,100.06,99.87,99.96,100.10,102.17,99.7,99.59,100.3,100.22,100.8,100.06,100.61
2015-09-01,100.23,100.24,100.23,100.32,100.32,100.33,100.36,99.62,100.1,100.2,100.5,99.82,100.3,100.94,99.90,99.99,100.38,100.6,100.73,99.62,100.01,100.27,99.76,101.85,100.40,100.25,99.8,100.78,98.73,99.95,99.82,100.02,100.45,100.23,100.31,100.5,99.93,100.2,100.05,100.8,100.87,100.29
2015-10-01,100.34,100.35,100.34,100.45,100.45,100.45,100.62,99.46,100.0,100.1,100.5,100.05,100.0,100.75,100.21,100.07,100.13,101.0,100.48,99.64,100.50,100.05,100.02,101.23,100.40,100.35,99.9,100.63,99.03,99.92,99.90,100.19,100.55,100.35,100.01,101.1,99.98,100.3,99.74,100.6,102.60,100.14
2015-11-01,100.01,99.97,100.01,100.01,100.01,100.01,100.70,99.19,99.6,99.9,99.5,99.71,99.7,100.01,100.47,99.86,99.55,100.6,99.25,99.57,100.35,100.19,100.00,98.74,99.64,100.32,99.8,100.19,99.34,100.02,99.88,100.15,100.38,100.03,99.06,101.5,99.63,100.3,99.60,100.4,103.08,99.77
2015-12-01,100.02,99.97,100.02,100.03,100.03,100.03,100.74,99.60,99.4,99.8,99.6,99.01,99.6,99.98,100.09,100.09,98.99,100.6,98.67,99.29,99.98,99.66,99.66,98.60,99.53,100.95,99.6,99.86,99.50,99.67,99.53,99.98,100.54,100.03,99.86,101.1,99.51,100.3,99.58,100.2,103.31,99.23
2016-01-01,98.83,98.71,98.83,98.56,98.56,98.55,98.99,99.40,100.0,99.3,98.5,98.85,98.7,98.30,97.63,99.02,98.60,98.4,97.25,98.63,99.62,98.13,99.52,97.07,98.03,99.85,99.4,98.78,98.95,98.32,99.24,99.52,99.96,98.86,99.13,101.6,98.82,99.5,99.84,100.7,105.35,99.34
2016-02-01,98.98,98.85,98.98,98.73,98.73,98.72,100.67,98.89,100.1,99.8,98.9,99.65,99.1,98.28,97.21,99.31,98.32,98.0,96.65,98.72,99.35,99.37,99.38,97.69,98.94,99.76,99.4,98.28,98.69,98.36,99.37,99.69,100.30,99.02,99.33,102.2,98.98,99.8,99.69,100.6,105.35,99.35
2016-03-01,99.93,99.89,99.93,99.96,99.96,99.96,101.46,98.28,100.1,99.9,99.8,100.41,99.4,99.40,99.16,100.09,98.82,100.1,97.37,99.47,100.41,99.49,99.53,98.64,100.40,100.82,99.5,100.48,98.85,99.16,99.38,100.18,100.85,99.96,99.91,102.8,99.36,100.2,99.77,100.5,105.31,99.89
2016-04-01,100.13,100.12,100.13,100.17,100.17,100.17,101.65,98.12,100.7,100.1,99.9,100.49,99.7,100.07,99.65,100.18,99.23,100.3,97.74,99.91,101.13,99.64,100.37,101.19,100.51,100.93,99.8,100.93,98.82,99.50,99.74,100.49,100.86,100.17,100.17,103.1,99.59,100.2,99.93,100.9,105.99,100.43
2016-05-01,100.48,100.49,100.48,100.59,100.59,100.59,102.04,98.14,100.5,100.3,100.5,100.88,100.2,100.08,100.17,100.65,99.49,100.6,99.03,100.65,101.14,100.17,100.66,102.24,100.75,101.04,100.0,101.33,99.15,100.33,99.69,100.40,101.08,100.52,101.59,103.5,99.71,100.4,100.66,101.0,106.47,100.87
2016-06-01,100.65,100.66,100.65,100.77,100.77,100.77,102.40,98.27,100.6,100.4,100.6,101.37,100.9,101.38,100.59,100.80,99.77,100.8,99.31,100.71,101.13,100.60,100.87,103.36,100.20,101.04,100.1,101.50,98.94,100.84,99.82,100.46,101.19,100.69,102.51,104.2,99.74,100.6,100.75,101.1,106.76,101.22
2016-07-01,100.28,100.24,100.28,100.28,100.28,100.28,101.30,99.25,101.0,100.3,101.2,101.38,100.6,100.16,99.25,100.39,99.72,98.9,100.30,100.41,100.31,99.33,100.69,103.29,100.50,100.49,99.8,100.87,98.74,99.97,99.41,100.31,101.27,100.34,102.91,104.9,99.66,100.6,100.56,101.2,108.09,100.88
2016-08-01,100.34,100.25,100.34,100.34,100.34,100.34,102.59,99.29,100.8,99.9,101.1,101.52,100.4,100.18,99.21,100.74,99.55,98.8,100.74,99.74,99.86,100.32,100.28,103.72,100.67,100.33,99.6,100.83,98.74,99.90,99.27,100.35,101.13,100.39,102.87,104.2,99.63,100.9,100.63,102.2,107.96,100.87
2016-09-01,100.64,100.56,100.64,100.72,100.72,100.72,102.15,98.55,100.6,99.9,101.1,101.56,100.0,100.88,99.93,100.50,99.70,100.7,100.32,100.09,100.63,100.59,100.45,102.80,100.31,101.33,99.6,101.49,98.59,100.18,99.30,100.57,101.29,100.68,101.37,104.6,99.63,101.1,100.74,101.5,108.26,101.09
2016-10-01,100.87,100.82,100.87,100.96,100.96,100.96,102.56,98.46,100.8,100.2,101.2,101.09,99.6,101.33,100.71,100.54,99.84,100.9,99.46,100.71,101.16,100.77,101.10,101.78,100.67,101.72,100.0,101.69,99.09,100.61,99.58,100.82,101.69,100.92,100.32,105.2,99.73,101.2,100.53,102.2,109.94,101.11
2016-11-01,100.65,100.53,100.65,100.60,100.60,100.59,102.46,98.36,101.2,100.0,100.3,101.06,99.5,99.85,100.95,100.55,99.72,100.7,98.48,100.79,101.46,100.82,101.06,99.50,100.02,101.79,100.0,100.71,99.13,100.69,99.67,100.80,101.73,100.71,99.65,105.5,99.43,101.4,99.97,102.1,110.28,100.77
2016-12-01,101.16,101.04,101.16,101.13,101.13,101.13,102.96,99.10,101.5,100.1,101.2,101.34,99.4,100.27,101.50,100.90,99.69,101.1,98.73,101.38,101.94,101.24,101.46,99.55,100.27,102.55,100.5,100.74,99.41,100.29,99.75,101.08,102.28,101.20,99.75,104.9,99.35,101.9,99.76,101.9,112.11,100.73
2017-01-01,100.49,100.35,100.49,100.26,100.26,100.25,102.03,99.77,102.3,100.0,100.2,101.61,98.9,99.79,100.50,100.57,99.51,99.4,97.92,101.45,102.15,100.59,101.87,98.47,99.64,101.91,100.8,100.05,99.28,99.84,100.02,100.41,101.50,100.54,98.52,104.5,99.15,101.4,100.89,103.2,114.87,101.43
2017-02-01,100.93,100.75,100.93,100.66,100.66,100.65,104.00,99.80,102.7,100.7,101.0,103.08,99.4,99.69,100.16,100.73,99.70,99.6,97.99,101.86,102.49,102.05,102.22,98.87,100.58,102.13,101.3,99.85,99.18,100.79,100.55,101.12,102.25,100.98,99.12,105.0,99.71,102.1,100.17,104.0,115.80,101.79
2017-03-01,101.58,101.43,101.58,101.49,101.49,101.48,103.99,99.28,102.7,100.8,101.3,103.46,100.0,101.06,101.29,101.47,99.92,101.5,98.83,102.74,103.58,101.98,102.21,99.78,101.03,102.94,101.3,101.86,99.25,101.14,100.42,101.10,102.25,101.62,98.54,105.4,99.85,102.5,100.78,104.3,116.98,101.87
2017-04-01,102.10,101.97,102.10,102.07,102.07,102.06,104.35,99.74,102.8,101.1,101.9,104.06,100.4,101.72,102.21,101.57,100.60,102.3,99.78,103.19,104.64,102.23,102.63,102.35,101.94,103.27,101.6,103.35,99.46,101.18,100.56,101.50,102.84,102.14,99.39,105.5,100.31,102.9,101.54,105.2,118.51,102.22
2017-05-01,102.09,101.90,102.09,101.98,101.98,101.97,104.02,99.52,103.0,101.0,101.8,104.41,100.2,101.56,102.16,101.59,100.45,102.2,99.92,103.39,104.42,102.11,102.79,103.39,101.49,103.21,101.5,103.08,99.68,101.86,100.82,101.32,102.89,102.13,99.05,105.8,100.13,103.3,102.83,104.8,119.04,102.27
2017-06-01,102.15,101.97,102.15,102.08,102.08,102.07,103.95,99.35,103.0,100.8,102.3,104.55,100.3,102.30,102.22,101.58,100.86,102.0,100.19,103.82,104.66,102.09,102.85,104.44,101.17,103.06,101.4,102.53,99.61,101.76,100.82,101.34,103.00,102.19,99.83,106.2,100.16,103.3,103.39,105.0,118.72,102.29
2017-07-01,101.83,101.61,101.83,101.62,101.62,101.61,103.13,99.85,103.4,101.8,102.9,105.36,100.4,101.08,100.98,101.17,100.95,100.1,100.24,103.00,104.46,101.13,102.92,104.57,102.00,102.47,101.2,101.89,99.61,101.14,100.87,100.94,103.59,101.89,100.93,106.4,100.24,103.2,102.71,104.6,118.89,102.11
2017-08-01,102.08,101.81,102.08,101.89,101.89,101.87,104.64,100.03,103.2,101.4,103.0,105.80,100.8,100.77,101.15,101.74,101.00,100.2,101.22,102.90,104.45,102.58,102.95,105.00,102.18,102.46,101.0,102.12,99.36,101.27,100.88,101.12,103.37,102.12,100.16,105.6,100.17,103.8,103.11,104.9,119.51,102.42
2017-09-01,102.44,102.17,102.44,102.29,102.29,102.28,104.15,99.81,103.1,101.5,103.0,105.56,100.2,101.93,101.77,101.58,101.32,102.0,100.45,103.07,105.28,102.61,103.01,104.05,101.75,103.90,101.2,103.15,99.92,101.60,101.05,101.35,103.51,102.48,98.66,106.3,100.39,104.1,103.20,104.9,120.29,103.02
2017-10-01,102.55,102.29,102.55,102.34,102.34,102.33,104.44,99.94,103.6,101.6,102.7,105.16,100.1,101.80,102.40,101.70,101.43,102.0,99.84,103.44,105.42,102.79,103.34,103.33,101.97,104.12,101.6,103.64,101.03,101.87,101.40,101.32,103.40,102.60,99.16,106.3,100.50,104.2,103.20,105.1,122.79,102.78
2017-11-01,102.50,102.17,102.50,102.14,102.14,102.12,104.61,100.21,103.7,101.3,102.0,105.56,100.0,100.90,102.73,101.80,101.29,101.8,98.66,103.54,105.69,102.80,103.66,100.97,101.57,104.27,102.0,102.53,101.68,102.14,101.73,101.67,103.63,102.54,97.41,106.6,100.22,104.6,103.12,105.0,124.62,102.68
2017-12-01,102.82,102.49,102.82,102.49,102.49,102.47,105.08,100.88,103.7,100.9,102.7,105.15,99.9,101.24,102.74,102.16,100.95,102.1,98.32,103.57,105.82,102.83,103.68,100.88,101.49,104.94,102.2,102.37,101.98,102.21,101.71,101.59,104.05,102.86,98.73,106.5,100.45,104.9,103.22,105.0,125.48,102.54
2018-01-01,102.12,101.75,102.12,101.56,101.56,101.54,103.82,101.08,104.4,100.6,101.7,105.28,99.2,100.00,101.22,102.06,100.75,100.6,96.47,103.49,105.87,101.90,104.01,99.63,101.12,103.86,102.4,101.15,102.66,101.56,102.59,101.26,103.10,102.16,97.86,106.2,99.95,104.4,102.96,105.3,126.76,103.20
2018-02-01,102.35,101.94,102.35,101.78,101.78,101.76,105.53,101.31,104.3,101.2,102.2,106.37,100.1,100.09,101.37,102.05,100.62,100.1,97.58,103.72,105.73,103.14,104.18,100.19,101.84,104.12,102.0,100.51,102.91,102.22,102.75,101.74,103.93,102.40,98.09,107.4,100.24,104.9,103.22,105.7,127.69,103.75
2018-03-01,103.17,102.88,103.17,102.91,102.91,102.89,105.56,101.13,104.3,101.2,103.0,106.44,100.5,101.26,102.59,103.22,101.09,102.4,98.43,105.06,106.15,103.15,104.29,101.11,102.06,105.05,102.0,102.69,103.23,102.61,102.95,101.98,104.25,103.22,98.80,107.7,100.56,105.0,103.45,105.8,128.96,103.98
2018-04-01,103.60,103.32,103.60,103.32,103.32,103.31,106.01,101.45,104.6,101.8,103.2,107.04,100.3,102.23,103.36,103.43,102.00,102.9,99.51,105.35,106.92,103.60,105.06,103.77,102.99,105.29,102.5,103.68,103.69,103.07,103.56,102.32,104.66,103.65,98.70,108.2,100.76,105.4,103.84,106.3,131.37,104.44
2018-05-01,104.16,103.90,104.16,103.97,103.97,103.96,106.38,101.84,105.1,102.0,104.3,107.61,100.9,102.33,104.32,103.92,102.27,103.2,100.87,105.83,107.42,104.22,105.75,105.19,103.41,105.40,102.7,104.55,104.28,104.12,103.57,102.37,104.95,104.21,99.03,108.2,101.15,105.8,105.59,107.1,133.50,104.94
2018-06-01,104.28,104.03,104.28,104.09,104.09,104.07,106.68,102.34,105.5,101.9,104.4,108.65,101.0,103.29,104.56,103.93,103.06,103.4,101.92,106.59,107.33,104.53,106.11,106.57,102.85,105.46,102.8,104.57,104.33,104.15,103.70,102.55,105.21,104.33,101.25,109.1,101.11,105.8,105.49,107.6,136.99,105.08
2018-07-01,104.12,103.86,104.12,103.85,103.85,103.84,105.93,103.41,105.7,102.7,105.2,108.87,101.4,101.87,103.31,103.80,103.20,102.0,101.67,105.75,106.82,103.63,106.44,106.81,103.96,104.83,102.6,104.16,103.94,103.27,103.53,102.36,105.82,104.19,102.80,110.1,101.47,105.8,105.08,107.1,137.74,105.00
2018-08-01,104.32,103.97,104.32,104.01,104.01,104.00,107.41,103.75,105.7,102.2,105.2,109.55,101.7,101.66,103.41,104.35,103.16,101.8,102.91,105.78,106.37,105.06,106.49,107.56,104.09,104.82,102.4,103.46,104.02,103.29,103.77,102.51,105.53,104.38,102.31,109.7,101.46,106.5,105.48,107.6,140.91,104.97
2018-09-01,104.66,104.35,104.66,104.42,104.42,104.41,107.10,103.39,105.3,102.0,105.3,109.26,101.4,103.08,104.06,104.12,102.96,103.5,102.11,106.44,107.85,105.38,106.82,106.69,103.36,106.11,102.7,105.03,104.62,103.84,103.81,102.78,106.05,104.72,99.87,110.3,101.47,106.6,105.33,107.1,149.79,105.04
2018-10-01,104.91,104.62,104.91,104.68,104.68,104.66,107.80,103.55,105.7,102.3,105.4,109.86,101.2,103.59,104.77,104.24,103.12,103.7,101.78,106.75,108.42,105.64,107.35,105.45,103.89,106.62,103.1,104.49,105.26,104.21,103.90,103.05,105.89,104.96,100.08,110.1,101.65,106.7,105.62,107.5,153.79,105.17
2018-11-01,104.51,104.11,104.51,104.10,104.10,104.08,107.63,103.25,105.4,102.0,104.2,108.97,100.8,101.96,104.52,104.00,102.60,103.4,100.25,106.57,108.22,105.47,106.98,102.35,103.37,106.64,103.1,103.43,104.96,104.31,103.76,103.13,105.77,104.57,98.84,110.7,101.24,107.0,105.09,107.0,151.57,104.60
2018-12-01,104.50,104.08,104.50,104.05,104.05,104.04,107.39,103.21,105.4,101.6,104.4,108.64,100.7,101.88,104.00,104.10,101.96,103.3,99.31,106.21,107.68,104.78,106.58,102.13,103.35,106.74,103.1,103.02,105.06,103.68,103.61,102.93,106.29,104.57,100.68,110.7,101.24,107.1,104.82,107.1,150.96,104.08
2019-01-01,103.64,103.22,103.64,102.97,102.97,102.95,105.69,103.43,106.5,101.8,103.4,108.18,100.0,100.54,102.26,103.52,101.32,101.5,98.53,106.53,107.60,103.58,106.88,100.58,103.13,105.62,103.0,101.73,105.98,102.78,104.86,102.48,105.13,103.71,99.66,110.0,100.63,106.3,104.78,107.4,152.57,104.26
2019-02-01,104.02,103.57,104.02,103.30,103.30,103.27,107.62,103.73,106.8,102.3,103.9,108.38,100.8,100.86,102.47,103.64,101.41,101.2,98.36,106.64,107.86,105.31,107.47,101.50,104.44,105.61,103.3,101.45,107.00,103.50,105.09,103.04,105.88,104.09,99.10,111.0,100.92,106.8,105.07,108.1,152.81,104.75
2019-03-01,104.85,104.50,104.85,104.35,104.35,104.33,107.86,103.95,107.0,102.4,104.4,108.83,101.6,102.32,103.90,104.55,102.20,103.5,99.49,107.85,108.88,105.63,108.23,102.47,104.98,106.81,103.7,103.53,107.58,104.23,105.78,103.15,106.10,104.92,100.13,111.1,101.23,107.0,105.73,108.6,154.39,105.45
2019-04-01,105.58,105.26,105.58,105.10,105.10,105.08,108.11,104.60,107.1,102.7,105.4,110.50,102.0,103.33,105.06,104.93,102.86,104.0,100.74,108.86,109.85,105.92,109.20,105.57,106.11,107.12,104.7,104.60,108.30,104.93,106.01,103.90,106.82,105.65,101.89,111.6,101.85,107.6,106.70,109.4,157.00,106.09
2019-05-01,105.79,105.44,105.79,105.24,105.24,105.22,108.16,104.76,107.8,102.7,105.7,110.93,101.9,102.93,105.31,105.06,103.30,104.1,101.03,109.53,110.15,106.47,110.00,107.02,105.82,107.18,105.0,104.87,108.86,105.75,106.39,103.67,107.12,105.85,101.88,111.3,101.63,107.9,107.30,109.2,158.49,106.30
2019-06-01,105.90,105.57,105.90,105.41,105.41,105.39,108.09,104.73,108.0,102.4,106.0,111.47,102.1,103.54,105.18,105.35,103.59,104.2,102.26,109.85,109.87,106.11,109.75,108.45,105.67,107.11,105.2,105.27,108.43,106.10,106.49,103.71,106.94,105.96,103.52,111.4,101.82,107.9,105.32,109.1,158.53,106.23
2019-07-01,105.59,105.22,105.59,104.91,104.91,104.89,107.21,106.13,108.4,103.1,106.4,111.10,101.9,102.32,103.98,105.11,104.12,102.3,101.81,108.89,109.51,105.30,109.98,108.76,106.67,106.26,105.2,103.46,108.23,105.38,106.64,103.38,107.45,105.67,104.48,112.1,101.87,107.9,105.38,109.0,160.68,106.39
2019-08-01,105.73,105.31,105.73,105.06,105.06,105.04,108.34,106.33,108.5,102.7,106.3,111.87,102.3,101.74,103.87,105.67,103.73,102.3,103.49,109.08,109.03,106.54,109.89,109.63,107.32,106.34,105.1,103.34,108.24,105.79,106.87,103.79,106.91,105.79,104.10,111.3,101.94,108.4,105.88,109.1,162.07,106.28
2019-09-01,105.90,105.49,105.90,105.29,105.29,105.27,107.70,105.07,108.0,102.4,106.2,111.70,102.0,103.30,104.28,105.28,103.54,103.7,101.65,108.91,110.02,106.50,109.91,108.44,106.16,107.42,105.2,104.76,108.30,105.64,106.97,103.83,107.43,105.97,102.68,111.9,101.56,108.5,105.00,108.6,163.67,106.28
2019-10-01,106.03,105.67,106.03,105.44,105.44,105.41,108.01,105.23,108.5,102.9,106.3,111.45,101.8,103.23,104.97,105.20,103.79,103.9,101.27,109.06,110.10,106.53,110.58,106.90,106.82,107.72,105.5,104.39,108.68,105.74,106.87,103.98,107.57,106.10,101.97,112.0,101.37,108.3,104.81,108.7,166.95,106.50
2019-11-01,105.85,105.42,105.85,105.10,105.10,105.08,108.02,105.56,108.6,102.6,105.4,110.95,101.6,102.51,105.01,105.27,103.39,103.6,100.73,108.68,110.10,106.56,110.66,103.69,106.01,107.92,105.6,103.66,108.90,105.77,107.05,103.92,107.67,105.92,100.94,112.4,100.92,108.5,104.49,108.9,167.59,106.34
2019-12-01,106.14,105.76,106.14,105.43,105.43,105.41,108.38,106.41,108.8,102.4,106.0,110.59,101.8,102.95,104.88,105.78,103.25,103.8,100.03,108.48,110.62,106.68,110.96,103.44,106.24,108.69,106.2,103.40,109.31,105.71,106.89,104.10,108.14,106.21,101.56,112.0,101.17,108.5,104.62,109.3,168.83,106.15
2020-01-01,105.44,105.00,105.44,104.37,104.37,104.34,107.17,106.94,110.5,102.6,105.1,109.94,101.1,101.63,103.42,105.24,103.12,101.9,99.22,108.85,110.81,106.21,111.92,101.97,104.85,107.91,106.9,102.57,110.09,105.15,108.23,103.72,106.73,105.51,100.31,111.9,100.80,108.2,104.79,109.9,171.11,106.58
2020-02-01,105.66,105.22,:,104.56,104.56,104.53,108.74,106.95,110.8,103.0,105.7,110.56,101.7,101.27,103.36,105.27,102.65,101.4,99.37,109.04,110.84,107.25,112.22,102.63,105.77,107.92,107.5,101.99,110.05,105.56,108.37,104.20,107.21,105.73,101.76,111.8,100.70,108.6,105.07,110.6,171.71,106.90
2020-03-01,106.14,105.70,:,105.13,105.13,105.11,108.32,106.46,110.8,102.7,105.8,109.89,102.1,102.51,103.98,105.34,102.68,103.6,99.59,109.35,110.69,105.99,112.48,103.68,106.09,108.50,107.7,103.67,110.47,104.91,108.34,104.03,106.97,106.20,101.17,111.7,100.78,108.6,105.44,110.5,172.70,106.53
2020-04-01,106.37,105.93,:,105.43,105.43,105.41,108.10,106.01,110.6,102.6,106.2,109.52,101.7,102.39,104.35,105.32,102.71,104.1,99.52,108.78,110.86,105.10,111.95,106.70,107.14,108.75,107.7,104.46,110.76,103.56,108.26,103.58,106.58,106.44,101.83,112.3,100.87,108.5,105.91,110.7,174.17,105.54
2020-05-01,106.38,105.94,:,105.33,105.33,105.31,107.92,105.76,111.1,102.5,106.2,108.91,101.1,102.23,104.41,105.49,102.58,103.8,99.62,108.50,110.34,104.78,112.45,108.02,106.94,107.81,108.6,104.20,110.77,104.30,108.58,103.52,107.25,106.45,102.78,112.5,100.65,108.5,106.57,110.4,176.54,105.47
2020-06-01,106.76,106.31,:,105.69,105.69,105.67,108.33,105.69,111.7,102.6,106.9,109.67,101.5,101.56,104.87,105.58,103.14,103.8,99.97,108.68,110.81,105.72,112.92,109.49,107.45,108.25,109.2,105.50,110.78,105.21,108.46,103.77,107.93,106.82,103.81,112.8,100.53,108.6,107.76,111.1,178.54,106.20
2020-07-01,106.51,106.06,:,105.32,105.32,105.30,109.05,106.58,112.3,103.5,106.4,109.69,101.3,100.17,103.23,106.01,103.48,103.1,99.73,108.99,110.53,105.40,114.25,109.54,108.42,108.14,109.1,103.38,110.95,105.05,108.54,104.07,108.18,106.59,104.34,113.7,100.63,109.1,107.45,111.4,179.59,106.85
2020-08-01,106.13,105.69,:,104.88,104.88,104.85,107.38,107.01,112.3,103.1,106.2,110.38,101.2,99.45,103.23,105.89,103.27,101.8,100.50,108.53,110.32,106.34,114.24,110.35,107.65,107.82,109.0,103.12,110.93,105.02,108.41,104.09,107.99,106.21,105.01,113.1,100.54,108.6,107.93,111.2,181.13,107.24
2020-09-01,106.17,105.73,:,104.96,104.96,104.93,108.21,105.70,111.6,102.9,105.8,110.22,100.8,100.91,103.69,105.30,103.18,102.7,99.70,108.45,110.66,106.13,113.70,108.96,107.19,108.67,109.2,103.92,110.53,104.85,108.45,104.11,108.06,106.26,104.16,113.5,100.44,109.1,107.22,110.6,182.90,107.39
